Experiment_ID,Model,Model_Full_Name,Transfer_Learning_Mode,Initialization,Train_Dataset_A,Train_Dataset_B,Train_Combination,Test_Dataset_C,Train_A_Path,Train_B_Path,Test_C_Path,Train_Split,Validation_Split,Test_Split,Experiment_Description,Localization_F1,No_Damage_F1,Minor_Damage_F1,Major_Damage_F1,Destroyed_F1,Damage_Macro_F1,Overall_Score,Run_Status,Notes
HRTBDA_COMBO_0042,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0043,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0044,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0045,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0046,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0047,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0048,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0049,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0050,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0051,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0052,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0053,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,xBD,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0054,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,HURRICANE-LAURA,EARTHQUAKE-TURKEY + HURRICANE-LAURA,xBD,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + HURRICANE-LAURA, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0055,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0056,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0057,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0058,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0059,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0060,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0061,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0062,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0063,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0064,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0065,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0066,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0067,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0068,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0069,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0070,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0071,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,xBD,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0072,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,MOUNT-SEMERU-ERUPTION,EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION,xBD,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + MOUNT-SEMERU-ERUPTION, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0073,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,STVINCENT-VOLCANO,EARTHQUAKE-TURKEY + STVINCENT-VOLCANO,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + STVINCENT-VOLCANO, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0074,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,STVINCENT-VOLCANO,EARTHQUAKE-TURKEY + STVINCENT-VOLCANO,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + STVINCENT-VOLCANO, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0075,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,STVINCENT-VOLCANO,EARTHQUAKE-TURKEY + STVINCENT-VOLCANO,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + STVINCENT-VOLCANO, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0076,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,STVINCENT-VOLCANO,EARTHQUAKE-TURKEY + STVINCENT-VOLCANO,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + STVINCENT-VOLCANO, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0077,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,STVINCENT-VOLCANO,EARTHQUAKE-TURKEY + STVINCENT-VOLCANO,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + STVINCENT-VOLCANO, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0078,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,STVINCENT-VOLCANO,EARTHQUAKE-TURKEY + STVINCENT-VOLCANO,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + STVINCENT-VOLCANO, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0079,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,STVINCENT-VOLCANO,EARTHQUAKE-TURKEY + STVINCENT-VOLCANO,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + STVINCENT-VOLCANO, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0080,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,EARTHQUAKE-TURKEY,STVINCENT-VOLCANO,EARTHQUAKE-TURKEY + STVINCENT-VOLCANO,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on EARTHQUAKE-TURKEY + STVINCENT-VOLCANO, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0081,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,EARTHQUAKE-TURKEY,STVINCENT-VOLCANO,EARTHQUAKE-TURKEY + STVINCENT-VOLCANO,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on EARTHQUAKE-TURKEY + STVINCENT-VOLCANO, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
